,Normal,Normal/Fire,Normal/Water,Normal/Electric,Normal/Grass,Normal/Ice,Normal/Fighting,Normal/Poison,Normal/Ground,Normal/Flying,Normal/Psychic,Normal/Bug,Normal/Rock,Normal/Ghost,Normal/Dragon,Normal/Dark,Normal/Steel,Normal/Fairy,Fire,Fire/Water,Fire/Electric,Fire/Grass,Fire/Ice,Fire/Fighting,Fire/Poison,Fire/Ground,Fire/Flying,Fire/Psychic,Fire/Bug,Fire/Rock,Fire/Ghost,Fire/Dragon,Fire/Dark,Fire/Steel,Fire/Fairy,Water,Water/Electric,Water/Grass,Water/Ice,Water/Fighting,Water/Poison,Water/Ground,Water/Flying,Water/Psychic,Water/Bug,Water/Rock,Water/Ghost,Water/Dragon,Water/Dark,Water/Steel,Water/Fairy,Electric,Electric/Grass,Electric/Ice,Electric/Fighting,Electric/Poison,Electric/Ground,Electric/Flying,Electric/Psychic,Electric/Bug,Electric/Rock,Electric/Ghost,Electric/Dragon,Electric/Dark,Electric/Steel,Electric/Fairy,Grass,Grass/Ice,Grass/Fighting,Grass/Poison,Grass/Ground,Grass/Flying,Grass/Psychic,Grass/Bug,Grass/Rock,Grass/Ghost,Grass/Dragon,Grass/Dark,Grass/Steel,Grass/Fairy,Ice,Ice/Fighting,Ice/Poison,Ice/Ground,Ice/Flying,Ice/Psychic,Ice/Bug,Ice/Rock,Ice/Ghost,Ice/Dragon,Ice/Dark,Ice/Steel,Ice/Fairy,Fighting,Fighting/Poison,Fighting/Ground,Fighting/Flying,Fighting/Psychic,Fighting/Bug,Fighting/Rock,Fighting/Ghost,Fighting/Dragon,Fighting/Dark,Fighting/Steel,Fighting/Fairy,Poison,Poison/Ground,Poison/Flying,Poison/Psychic,Poison/Bug,Poison/Rock,Poison/Ghost,Poison/Dragon,Poison/Dark,Poison/Steel,Poison/Fairy,Ground,Ground/Flying,Ground/Psychic,Ground/Bug,Ground/Rock,Ground/Ghost,Ground/Dragon,Ground/Dark,Ground/Steel,Ground/Fairy,Flying,Flying/Psychic,Flying/Bug,Flying/Rock,Flying/Ghost,Flying/Dragon,Flying/Dark,Flying/Steel,Flying/Fairy,Psychic,Psychic/Bug,Psychic/Rock,Psychic/Ghost,Psychic/Dragon,Psychic/Dark,Psychic/Steel,Psychic/Fairy,Bug,Bug/Rock,Bug/Ghost,Bug/Dragon,Bug/Dark,Bug/Steel,Bug/Fairy,Rock,Rock/Ghost,Rock/Dragon,Rock/Dark,Rock/Steel,Rock/Fairy,Ghost,Ghost/Dragon,Ghost/Dark,Ghost/Steel,Ghost/Fairy,Dragon,Dragon/Dark,Dragon/Steel,Dragon/Fairy,Dark,Dark/Steel,Dark/Fairy,Steel,Steel/Fairy,Fairy
Ice/Poison,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,2.0
Ice/Ground,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
Ice/Flying,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0
Ice/Psychic,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0
Ice/Bug,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.25,0.5,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.5,0.5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0
Ice/Rock,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0
Ice/Ghost,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0
Ice/Dragon,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0
Ice/Dark,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0
Ice/Steel,1.0,0.5,0.5,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,2.0,0.5,0.25,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,0.5,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,0.5,2.0,0.5,1.0,2.0
Ice/Fairy,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.25,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,0.5,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,1.0
Fighting,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,4.0,4.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,2.0,0.5,0.5,0.5,0.25,0.25,0.25,1.0,0.0,0.5,1.0,1.0,0.25,1.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,2.0,0.5,0.5,0.25,0.25,1.0,0.0,0.5,1.0,1.0,0.25,0.5,0.25,1.0,0.0,0.5,1.0,1.0,0.25,0.5,1.0,0.0,0.5,1.0,1.0,0.25,2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5,2.0,4.0,1.0,2.0,1.0,0.5
Fighting/Poison,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,0.5,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,0.5,2.0,4.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,2.0,0.5,0.5,0.5,0.5,0.5,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,0.25,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.25,2.0,4.0,4.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0
Fighting/Ground,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,0.5,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,0.5,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,2.0,2.0,0.5,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.25,2.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.25,0.25,1.0,0.0,0.5,1.0,1.0,0.25,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0
Fighting/Flying,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,2.0,0.5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.5,2.0,4.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0
Fighting/Psychic,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0
Fighting/Bug,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.5,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,0.25,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,1.0,2.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.5,2.0,4.0,4.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,0.25,1.0,2.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.25,0.5,1.0,1.0,0.25,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1.0,1.0,0.25,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,0.5,2.0,4.0,4.0,1.0,0.5,0.5,1.0,0.25,0.25,1.0,2.0,2.0,0.5,2.0,4.0,1.0,2.0,1.0,0.5
Fighting/Rock,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,1.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,2.0,2.0,0.5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0
